condition,stage,training_forwards,training_backwards,recompute_forwards,training_wall_seconds,cumulative_training_wall_seconds,evaluation_forwards,evaluation_wall_seconds,cumulative_training_forwards,cumulative_training_backwards,cumulative_recompute_forwards,cost_source
uniform_h4096_strict_rho80_unit8,20,18008,18008,0,56.42012234404683,1034.6233449354768,2504,5.5468391738832,297104,297104,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,21,18700,18700,0,56.578783486038446,1091.2021284215152,2648,6.172773549333215,315804,315804,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,22,18304,18304,0,52.57274780981243,1143.7748762313277,2768,6.216317251324654,334108,334108,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,23,18256,18256,0,52.08813391439617,1195.8630101457238,2885,6.734414042904973,352364,352364,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,24,17760,17760,0,51.40146947465837,1247.2644796203822,2971,6.885591518133879,370124,370124,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,25,17420,17420,0,49.47739444486797,1296.7418740652502,3036,6.9150295071303844,387544,387544,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,26,18356,18356,0,53.37755550816655,1350.1194295734167,3159,7.247105497866869,405900,405900,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,27,18184,18184,0,52.980514695867896,1403.0999442692846,3272,7.470041325315833,424084,424084,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,28,18000,18000,0,51.385431203991175,1454.4853754732758,3374,8.024300634860992,442084,442084,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,29,18208,18208,0,51.965041894465685,1506.4504173677415,3488,8.388772869482636,460292,460292,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,30,19808,19808,0,55.00113955326378,1561.4515569210052,3702,8.435280427336693,480100,480100,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,31,18216,18216,0,50.98961081169546,1612.4411677327007,3816,8.80696128681302,498316,498316,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,32,18016,18016,0,52.16483993828297,1664.6060076709837,3919,9.394980303943157,516332,516332,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,33,18156,18156,0,53.194005435332656,1717.8000131063163,4030,9.095136502757668,534488,534488,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,34,17512,17512,0,49.45416915230453,1767.2541822586209,4100,9.234435580670834,552000,552000,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,35,18636,18636,0,52.51158653385937,1819.7657687924802,4241,9.712443051859736,570636,570636,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,36,18860,18860,0,52.686855141073465,1872.4526239335537,4395,9.944892069324851,589496,589496,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,37,18912,18912,0,52.739102233201265,1925.191726166755,4552,10.748840669170022,608408,608408,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,38,18684,18684,0,54.06883980706334,1979.2605659738183,4695,10.42791897058487,627092,627092,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,39,18220,18220,0,53.13423597998917,2032.3948019538075,4809,10.790838016197085,645312,645312,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,40,18600,18600,0,52.18964024633169,2084.584442200139,4947,11.114047700539231,663912,663912,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,41,17572,17572,0,49.444170750677586,2134.0286129508168,5021,11.310518089681864,681484,681484,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,42,18576,18576,0,53.52795881032944,2187.556571761146,5157,12.195954842492938,700060,700060,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,43,17912,17912,0,51.29236730001867,2238.848939061165,5253,12.276112908497453,717972,717972,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,44,17556,17556,0,51.18158758431673,2290.0305266454816,5326,12.590731335803866,735528,735528,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,45,18072,18072,0,52.95170089416206,2342.9822275396436,5431,12.796560604125261,753600,753600,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,46,18420,18420,0,54.59908163361251,2397.581309173256,5558,13.744855020195246,772020,772020,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,47,18188,18188,0,52.87175435386598,2450.453063527122,5671,13.279852036386728,790208,790208,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,48,18216,18216,0,53.43461651355028,2503.8876800406724,5786,13.571390509605408,808424,808424,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,49,18056,18056,0,52.02820856124163,2555.915888601914,5890,13.78582801297307,826480,826480,0,audited committed SRT presentation and batch ledger
uniform_h4096_strict_rho80_unit8,50,18160,18160,0,51.698352843523026,2607.614241445437,6000,13.817018527537584,844640,844640,0,audited committed SRT presentation and batch ledger
persistent_h4096,1,4275,4275,1900,14.152426920831203,14.152426920831203,118,0.8386616539210081,4275,4275,1900,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,2,11471,11471,3956,29.17544141598046,43.32786833681166,248,0.9559630192816257,15746,15746,5856,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,3,15530,15530,12600,36.485637644305825,79.81350598111749,788,1.4931346103549004,31276,31276,18456,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,4,30481,30481,9116,64.14298410527408,143.95649008639157,570,1.301714600995183,61757,61757,27572,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,5,24940,24940,22360,55.53412274830043,199.490612834692,1396,1.8305958937853575,86697,86697,49932,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,6,33616,33616,26216,73.89788902178407,273.38850185647607,1636,2.005859475582838,120313,120313,76148,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,7,47161,47161,44856,100.49577340297401,373.8842752594501,2799,2.83922297693789,167474,167474,121004,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,8,56082,56082,17092,110.2223019786179,484.106577238068,1066,1.8979551512748003,223556,223556,138096,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,9,39645,39645,37000,85.90728956274688,570.0138668008149,2400,2.5521558094769716,263201,263201,175096,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,10,45259,45259,37144,97.0598214622587,667.0736882630736,2676,2.7185673601925373,308460,308460,212240,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,11,55867,55867,53892,117.40461782552302,784.4783060885966,4314,3.7448480427265167,364327,364327,266132,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,12,52701,52701,36456,110.71380163542926,895.1921077240258,3108,3.114931223914027,417028,417028,302588,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,13,57839,57839,55284,120.61137207783759,1015.8034798018634,5043,4.1153440568596125,474867,474867,357872,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,14,63279,63279,55464,132.12009559385478,1147.9235753957182,5439,4.5145566165447235,538146,538146,413336,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,15,75301,75301,72976,154.65897261723876,1302.582548012957,7716,6.115490542724729,613447,613447,486312,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,16,97265,97265,18500,174.95392851904035,1477.5364765319973,2062,2.6160513442009687,710712,710712,504812,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,17,39242,39242,36752,84.82884464971721,1562.3653211817145,4376,4.2043008748441935,749954,749954,541564,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,18,42872,42872,36152,92.52522814832628,1654.8905493300408,4588,4.14328227750957,792826,792826,577716,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,19,56513,56513,54348,118.5404121670872,1773.430961497128,7209,5.6936354245990515,849339,849339,632064,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,20,51041,51041,36016,107.97524308040738,1881.4062045775354,5008,4.347984302788973,900380,900380,668080,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,21,58995,58995,56100,123.22896832413971,2004.635172901675,7944,6.174414627254009,959375,959375,724180,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,22,62607,62607,54912,129.96692865900695,2134.602101560682,8304,6.477624401450157,1021982,1021982,779092,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,23,75364,75364,73024,155.26782473362982,2289.869926294312,11540,8.558144649490714,1097346,1097346,852116,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,24,68810,68810,35520,139.86642703972757,2429.7363533340394,5942,5.095721984282136,1166156,1166156,887636,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,25,53555,53555,52260,113.1047391332686,2542.841092467308,9108,7.038814891129732,1219711,1219711,939896,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,26,61293,61293,55068,128.6263139769435,2671.4674064442515,9477,7.271942300722003,1281004,1281004,994964,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,27,74986,74986,72736,155.1472327951342,2826.6146392393857,13088,9.67999692261219,1355990,1355990,1067700,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,28,68320,68320,54000,142.48730233311653,2969.1019415725023,10122,7.809688992798328,1424310,1424310,1121700,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,29,75112,75112,72832,153.7916391622275,3122.8935807347298,13952,9.904939319938421,1499422,1499422,1194532,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,30,90072,90072,79232,182.26362960971892,3305.1572103444487,14808,10.63865520618856,1589494,1589494,1273764,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,31,93370,93370,91080,190.0679414831102,3495.225151827559,19080,13.255647050216794,1682864,1682864,1364844,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,32,169526,169526,18016,285.3575259782374,3780.5826778057963,3919,4.387664120644331,1852390,1852390,1382860,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,33,38527,38527,36312,83.634740723297,3864.2174185290933,8060,6.629818972200155,1890917,1890917,1419172,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,34,40059,40059,35024,88.06653068214655,3952.28394921124,8200,6.744684111326933,1930976,1930976,1454196,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,35,58723,58723,55908,123.38293728604913,4075.666886497289,12723,9.39690949395299,1989699,1989699,1510104,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,36,56260,56260,37720,117.2572125531733,4192.924099050462,8790,7.180732037872076,2045959,2045959,1547824,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,37,59896,59896,56736,125.69897464476526,4318.6230736952275,13656,10.273669179528952,2105855,2105855,1604560,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,38,64962,64962,56052,137.07696082256734,4455.700034517795,14085,10.308067517355084,2170817,2170817,1660612,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,39,75175,75175,72880,155.23438192531466,4610.9344164431095,19236,13.48699057660997,2245992,2245992,1733492,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,40,76770,76770,37200,151.01998369954526,4761.954400142655,9894,7.872929925099015,2322762,2322762,1770692,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,41,54201,54201,52716,115.22045716270804,4877.174857305363,15063,10.91850727237761,2376963,2376963,1823408,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,42,62693,62693,55728,130.68902728147805,5007.863884586841,15471,11.450270988047123,2439656,2439656,1879136,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,43,73558,73558,71648,152.7434167228639,5160.607301309705,21012,14.964365404099226,2513214,2513214,1950784,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,44,65108,65108,52668,139.21430277824402,5299.821604087949,15978,11.955262955278158,2578322,2578322,2003452,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,45,74398,74398,72288,153.07587496005,5452.897479047999,21724,15.301282994449139,2652720,2652720,2075740,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,46,80880,80880,73680,166.12389582395554,5619.021374871954,22232,15.351880626752973,2733600,2733600,2149420,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,47,93195,93195,90940,189.64260582998395,5808.663980701938,28355,19.047160604968667,2826795,2826795,2240360,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,48,106702,106702,36432,200.2252697441727,6008.889250446111,11572,9.745238890871406,2933497,2933497,2276792,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,49,56258,56258,54168,117.6422120667994,6126.53146251291,17670,12.830452185124159,2989755,2989755,2330960,authenticated prior resource ledger; hierarchy charged where applicable
persistent_h4096,50,61010,61010,54480,127.46475807391107,6253.996220586821,18000,12.84538209810853,3050765,3050765,2385440,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,1,2375,2375,0,6.857791546732187,6.857791546732187,118,0.6497753914445639,2375,2375,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,2,4945,4945,0,10.86786257661879,17.725654123350978,248,0.8703635800629854,7320,7320,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,3,7875,7875,0,15.308720514178276,33.034374637529254,394,1.0953590907156467,15195,15195,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,4,11395,11395,0,20.091236690059304,53.12561132758856,570,1.1626132633537054,26590,26590,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,5,13975,13975,0,24.347267163917422,77.47287849150598,698,1.1333934869617224,40565,40565,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,6,16385,16385,0,28.07911811955273,105.55199661105871,818,1.3732607141137123,56950,56950,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,7,18690,18690,0,31.56959551386535,137.12159212492406,933,1.4100378677248955,75640,75640,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,8,21365,21365,0,35.116376746445894,172.23796887136996,1066,1.777692312374711,97005,97005,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,9,24010,24010,0,39.51856745779514,211.7565363291651,1200,1.5993804577738047,121015,121015,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,10,26745,26745,0,43.39195272512734,255.14848905429244,1338,1.6395679153501987,147760,147760,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,11,28720,28720,0,46.31965976022184,301.4681488145143,1438,1.7216480616480112,176480,176480,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,12,31025,31025,0,49.51456359773874,350.982712412253,1554,1.9159007277339697,207505,207505,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,13,33580,33580,0,53.06998783163726,404.0527002438903,1681,1.8886935263872147,241085,241085,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,14,36210,36210,0,56.880565026775,460.9332652706653,1813,2.1061867587268353,277295,277295,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,15,38535,38535,0,60.48129279538989,521.4145580660552,1929,2.1235454361885786,315830,315830,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,16,41180,41180,0,64.2783048376441,585.6928629036993,2062,2.1702196914702654,357010,357010,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,17,43670,43670,0,68.28034013137221,653.9732030350715,2188,2.3636456709355116,400680,400680,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,18,45785,45785,0,72.2456449624151,726.2188479974866,2294,2.389273911714554,446465,446465,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,19,47950,47950,0,74.5017861444503,800.7206341419369,2403,2.459040639922023,494415,494415,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,20,49980,49980,0,77.60843987949193,878.3290740214288,2504,2.56061883084476,544395,544395,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,21,52875,52875,0,81.50206172093749,959.8311357423663,2648,2.5792745780199766,597270,597270,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,22,55275,55275,0,85.61742690950632,1045.4485626518726,2768,2.7759635783731937,652545,652545,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,23,57615,57615,0,88.81756975315511,1134.2661324050277,2885,2.825633192434907,710160,710160,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,24,59335,59335,0,91.44223830848932,1225.708370713517,2971,3.044751610606909,769495,769495,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,25,60630,60630,0,93.07170157507062,1318.7800722885877,3036,2.8577511068433523,830125,830125,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,26,63095,63095,0,97.24079676158726,1416.020869050175,3159,3.049538576975465,893220,893220,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,27,65345,65345,0,100.23693118803203,1516.257800238207,3272,3.0922530591487885,958565,958565,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,28,67365,67365,0,103.60999157652259,1619.8677918147296,3374,3.2168802358210087,1025930,1025930,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,29,69645,69645,0,106.53223455697298,1726.4000263717026,3488,3.325484985485673,1095575,1095575,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,30,73925,73925,0,112.8237010538578,1839.2237274255604,3702,3.3907996974885464,1169500,1169500,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,31,76215,76215,0,116.1536130644381,1955.3773404899985,3816,3.5550560764968395,1245715,1245715,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,32,78255,78255,0,119.55654499866068,2074.933885488659,3919,3.6388135459274054,1323970,1323970,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,33,80470,80470,0,122.11992674507201,2197.053812233731,4030,3.7164314221590757,1404440,1404440,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,34,81880,81880,0,124.57996667176485,2321.633778905496,4100,3.771636340767145,1486320,1486320,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,35,84695,84695,0,128.5000163950026,2450.1337953004986,4241,3.815913425758481,1571015,1571015,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,36,87790,87790,0,133.281729510054,2583.4155248105526,4395,3.990037551149726,1658805,1658805,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,37,90950,90950,0,137.83551143668592,2721.2510362472385,4552,4.2724585216492414,1749755,1749755,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,38,93825,93825,0,143.30235488526523,2864.5533911325037,4695,4.221231155097485,1843580,1843580,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,39,96120,96120,0,151.18210585042834,3015.735496982932,4809,4.350499669089913,1939700,1939700,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,40,98890,98890,0,152.565605731681,3168.301102714613,4947,4.447919923812151,2038590,2038590,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,41,100375,100375,0,152.9422462899238,3321.243349004537,5021,4.611962091177702,2138965,2138965,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,42,103115,103115,0,156.27395252138376,3477.5173015259206,5157,4.544763771817088,2242080,2242080,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,43,105025,105025,0,159.21357230469584,3636.7308738306165,5253,4.638840347528458,2347105,2347105,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,44,106490,106490,0,161.5036907121539,3798.2345645427704,5326,4.631601182743907,2453595,2453595,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,45,108600,108600,0,164.52051167935133,3962.7550762221217,5431,4.771156549453735,2562195,2562195,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,46,111145,111145,0,167.72942730598152,4130.484503528103,5558,4.797331376001239,2673340,2673340,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,47,113400,113400,0,172.34035969898105,4302.824863227084,5671,4.9311233796179295,2786740,2786740,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,48,115690,115690,0,176.04833485931158,4478.873198086396,5786,5.009136360138655,2902430,2902430,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,49,117780,117780,0,177.85772121697664,4656.7309193033725,5890,5.2795101813972,3020210,3020210,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank16,50,120000,120000,0,186.58916907943785,4843.32008838281,6000,5.220132440328598,3140210,3140210,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,1,2375,2375,0,6.857791546732187,6.857791546732187,118,0.6497753914445639,2375,2375,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,2,4945,4945,0,10.86786257661879,17.725654123350978,248,0.8703635800629854,7320,7320,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,3,7875,7875,0,17.034040030092,34.75969415344298,394,,15195,15195,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,4,11395,11395,0,20.091236690059304,54.85093084350228,570,1.1626132633537054,26590,26590,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,5,13975,13975,0,26.623278396204114,81.4742092397064,698,,40565,40565,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,6,16385,16385,0,30.837325571104884,112.31153481081128,818,,56950,56950,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,7,18690,18690,0,33.97998100332916,146.29151581414044,933,,75640,75640,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,8,21365,21365,0,35.116376746445894,181.40789256058633,1066,1.777692312374711,97005,97005,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,9,24010,24010,0,43.90404195897281,225.31193451955914,1200,,121015,121015,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,10,26745,26745,0,46.492511216551065,271.8044457361102,1338,,147760,147760,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,11,28720,28720,0,50.04805979691446,321.85250553302467,1438,,176480,176480,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,12,31025,31025,0,53.30045202560723,375.1529575586319,1554,,207505,207505,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,13,33580,33580,0,57.23646454885602,432.3894221074879,1681,,241085,241085,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,14,36210,36210,0,61.72765733860433,494.11707944609225,1813,,277295,277295,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,15,38535,38535,0,65.621974946931,559.7390543930233,1929,,315830,315830,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,16,41180,41180,0,64.2783048376441,624.0173592306674,2062,2.1702196914702654,357010,357010,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,17,43670,43670,0,72.66072146780789,696.6780806984752,2188,,400680,400680,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,18,45785,45785,0,76.32719464600086,773.0052753444761,2294,,446465,446465,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,19,47950,47950,0,79.58306211978197,852.5883374642581,2403,,494415,494415,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,20,49980,49980,0,82.81940406560898,935.407741529867,2504,,544395,544395,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,21,52875,52875,0,88.35304303653538,1023.7607845664024,2648,,597270,597270,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,22,55275,55275,0,94.32386123761535,1118.0846458040178,2768,,652545,652545,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,23,57615,57615,0,96.11158396862447,1214.1962297726423,2885,,710160,710160,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,24,59335,59335,0,97.29439752362669,1311.490627296269,2971,,769495,769495,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,25,60630,60630,0,100.0741106197238,1411.5647379159927,3036,,830125,830125,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,26,63095,63095,0,103.89157342165709,1515.4563113376498,3159,,893220,893220,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,27,65345,65345,0,107.89638759195805,1623.3526989296079,3272,,958565,958565,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,28,67365,67365,0,110.82075793296099,1734.1734568625689,3374,,1025930,1025930,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,29,69645,69645,0,114.35307994671166,1848.5265368092805,3488,,1095575,1095575,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,30,73925,73925,0,121.50998382270336,1970.0365206319839,3702,,1169500,1169500,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,31,76215,76215,0,126.41718954592943,2096.4537101779133,3816,,1245715,1245715,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,32,78255,78255,0,119.55654499866068,2216.010255176574,3919,3.6388135459274054,1323970,1323970,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,33,80470,80470,0,130.14933767914772,2346.1595928557217,4030,,1404440,1404440,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,34,81880,81880,0,132.09233378991485,2478.2519266456366,4100,,1486320,1486320,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,35,84695,84695,0,136.47160190716386,2614.7235285528004,4241,,1571015,1571015,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,36,87790,87790,0,140.16709127277136,2754.890619825572,4395,,1658805,1658805,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,37,90950,90950,0,146.77567257918417,2901.666292404756,4552,,1749755,1749755,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,38,93825,93825,0,152.29149500653148,3053.9577874112874,4695,,1843580,1843580,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,39,96120,96120,0,157.19853646494448,3211.156323876232,4809,,1939700,1939700,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,40,98890,98890,0,159.15199902281165,3370.3083228990436,4947,,2038590,2038590,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,41,100375,100375,0,161.94860789738595,3532.2569307964295,5021,,2138965,2138965,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,42,103115,103115,0,166.52844784781337,3698.785378644243,5157,,2242080,2242080,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,43,105025,105025,0,169.33495835587382,3868.1203370001167,5253,,2347105,2347105,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,44,106490,106490,0,171.5138238724321,4039.634160872549,5326,,2453595,2453595,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,45,108600,108600,0,175.36452494747937,4214.998685820028,5431,,2562195,2562195,0,authenticated prior resource ledger; hierarchy charged where applicable
joint_rank_matched,46,111145,111145,0,179.2261047065258,4394.224790526554,5558,,2673340,2673340,0,authenticated prior resource ledger; hierarchy charged where applicable
